PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Cluster,Bankrupt?,Predicted_Cluster
2.658209880997048,-1.4007296890979624,-0.3810878028464363,0.45233670917284347,0.8580348908911224,-0.012784039795969527,-0.3811661453657533,0.11756423935565373,0.22132306105007166,1,0,1
-1.4286758299561337,0.46150615346681695,-1.0306009413792818,-0.2348516121713682,-0.02995281736215767,-0.03322723956253587,-0.5660272544055083,0.07613519279019246,0.44050993355922624,5,0,5
-2.7754240533717507,1.4429191543981899,-0.7119484257097654,0.14468878694980297,-0.15252848876868888,0.16408024603973037,0.25893597810341534,-0.5557794251893178,-0.2861764101686719,5,0,5
2.403655126873019,4.0456836339636055,0.32633442220418624,-1.3567952063169775,-0.6384121437830145,-0.1465015798933842,-0.05801194238591032,0.5467125504347314,-0.3484218741328032,0,0,0
0.865428779408409,0.283040755111289,0.5265065982369459,-0.19572642825907974,-0.43711889226240014,-0.9796824947298107,-0.14563900927403245,-0.4500585670819429,0.8241833046168081,0,0,0
-3.254643631749342,3.4664430139379814,-0.17203518559469103,0.12566124889470656,1.073711490379264,0.5608773624255972,-1.4319879286078678,-0.676423540043411,-0.013016487332449039,5,0,5
3.060958392590041,2.5879237630805854,1.7065091428048562,-0.5420583882175255,0.21353953707660486,-0.37850678293006385,-0.17920057032520634,0.034576434058568424,-0.03462930088543252,0,0,0
1.8277887342669994,-0.09931525724357651,1.0096870989048423,-0.6679926293295997,-1.4169008763237734,-0.9694959903733488,0.16144936674383803,0.7108042404464555,0.2604122729521955,0,0,0
-1.282825894989301,-0.29492013043440657,-0.254137215222089,-0.5143566530996623,0.2703423210895533,-0.6737778659986702,-0.1352404365711301,0.5846668991690933,-0.5657450506398978,2,0,2
-3.2033770059922793,-2.432263298291547,-0.9685584520134068,-0.43807250977980383,-0.6330510809377631,-0.5566265821591407,-1.2477413971877156,-0.39106734018661854,-0.3446875338221243,2,0,2
0.897542228163328,-0.8222495774188335,1.0631030276438198,-1.6890491816618503,-0.7149093976363308,-0.7160371201208645,-0.07136033862540306,0.9924532323769404,0.1468775263967173,0,0,0
2.7076187379715635,-1.499559684255285,-0.9885392943297883,0.2907621191462325,0.596454209282899,0.04188881086403693,0.08966658434853,-0.26406956272566656,-0.4725804675077671,1,0,1
-1.9764577844067426,1.8446520434050293,0.30577932801815644,0.3667233074102661,0.5810486152664208,0.3194314896565288,-0.23579372664075962,-0.06228873004068635,0.029493152886314145,5,0,5
-4.740042922482117,-2.1879782497057074,-0.9433007371183919,-0.5188446960899068,-0.46466420849992485,-1.025054982758606,1.1354156877565784,-0.15440488586849516,-0.5357813854085552,3,0,3
-0.4057944509708483,-2.259682440339817,1.2636370486781447,0.5606319958037993,-1.9564485777012017,1.383768284878857,-0.7637208796489552,0.10535529056590147,-0.6073402260465879,2,0,2
4.327534920792923,-0.3819541814022294,-1.129002244239073,0.050434960898884364,0.3539861561224119,0.4946054949330765,0.5853188620631795,0.2803088195427708,-0.051403925288099235,4,0,4
-0.8743373453616726,-2.0141720471770133,1.9161056138961314,0.5608038643923828,2.0689031076340063,0.44120721203608493,0.0575741562460934,-0.3926379758143561,0.15695641828656223,2,0,2
-0.8716382876947409,-3.756037557295695,-0.3934536744765526,-1.2124893689721536,-0.24665281965423855,0.5903164823514537,0.3987417403969762,0.06069138175919834,-0.0012213522844073098,2,0,2
-3.2218174405609306,2.919955703312829,0.3108013847842967,0.7338517484774425,0.1779263548208366,0.034930488794156764,-0.39045696497881116,0.35892851379103924,-1.0781429961901026,5,0,5
-0.3434726317950282,1.6739056243624408,-2.2077418579129344,-0.5428678537174191,-0.4870870032418418,0.23987953088238864,0.06067828439974298,0.35861671618117447,1.8834480392312922,5,0,5
5.082247129276835,-1.2289460731961885,-0.6890080966095905,1.5573564694979847,0.387533695655555,-0.11652318529623092,0.24516195107317404,0.356178033437217,-0.27845729642591227,4,0,4
-0.7839384099250979,4.626685317758239,-0.8354101941611561,0.03646765439672986,0.05557325199774895,-0.98499356600599,-0.7378833420455573,0.47098285400223133,-1.1618681356997826,5,0,5
1.0048464205351633,0.3975700786752865,1.0617152895511792,-0.9680073318565101,-0.6815130327530484,-1.093747710839224,-0.5854889861433095,-0.04029542630705565,0.06990653822212303,0,0,0
-3.4717772796482267,0.7852172769063507,-0.1213078352054498,1.7184557059155294,-1.2366608087835242,1.419360727018159,0.8784680952790472,0.3823962806155117,0.20935049844714393,3,0,3
-4.476636053328559,-0.2574543618529628,-0.7463362750757955,0.5508904796031588,-0.5727917791348559,-0.5510051548598143,-0.028588418582701718,-0.4961235594988972,-0.06019584660888201,3,0,3
3.882035285727742,0.39602915348847123,-0.9733142201211358,0.4670097639559075,1.1762666551732512,1.3315568019947843,1.1081546498398631,0.16857636519323496,-0.6968781509147612,4,0,4
